rank,lecture_id,recommendation_score,preference_similarity,predicted_quality_norm,predicted_quality_5pt,article_count,rating_count,rating_average,rating_average_norm,assignment_low_score,assignment_high_score,teamwork_low_score,teamwork_high_score,grading_generous_score,grading_strict_score,attendance_light_score,attendance_strict_score,exam_light_score,exam_heavy_score,text_assignment_negative_tfidf,text_assignment_positive_tfidf,text_assignment_tfidf,text_attendance_negative_tfidf,text_attendance_positive_tfidf,text_attendance_tfidf,text_exam_negative_tfidf,text_exam_positive_tfidf,text_exam_tfidf,text_grading_negative_tfidf,text_grading_positive_tfidf,text_grading_tfidf,text_negative_ratio,text_neutral_ratio,text_positive_ratio,text_teaching_negative_tfidf,text_teaching_positive_tfidf,text_teaching_tfidf,text_teamwork_negative_tfidf,text_teamwork_positive_tfidf,text_teamwork_tfidf,top_tfidf_terms,sample_review
295,1937249,0.6312220404029731,0.49634046567954515,0.9459457147576384,4.729728573788192,20,70,4.9,0.98,0.585715,0.414286,0.971428,0.028571,0.828572,0.171429,0.142857,0.649999,0.47,0.32,0.0,0.222783,0.155997,0.0,0.0,0.0,0.0,0.016625,0.016625,0.0,0.055124,0.055124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"프랑스어로, 갓희태, 그저, 설명해주시고, 비평문, 한국어로, 영화에, 중간고사는, 최대한, 분량의, 프랑스어, 대체과제로, 배려, 학생들, 영화, 국제어, 무엇보다, 학생들을, 해주셔서, 레포트",유익합니다 영화에 관한 걸 많이 알게되어 좋아요
296,2315614,0.6309085801242842,0.5577859246707126,0.8015281095159512,4.007640547579756,20,179,3.59,0.718,0.142458,0.857542,0.958101,0.041899,0.818435,0.181565,0.44972,0.086592,0.976815,0.013129,0.05,0.319618,0.288211,0.0,0.429608,0.187127,0.0,0.013755,0.013755,0.0,0.173946,0.173946,0.05,0.25,0.7,0.0,0.0,0.0,0.0,0.055398,0.012193,"매주, 과제가, 피그마, 코세라, 피그마로, 과제하기, 툴을, 과제, 제출한, 출튀하는, 나름, 유튜브, 학기, 주세요, 과제만, 없지만, 있었는데, 아니고, 그만큼, 있는","UI UX에 대해서 많은 것을 알 수 있는 강의!! 앱디자인 관심 있으면 재밌을거에요,,, 다만 과제 많음 주의"
297,46719,0.6306666067050622,0.538151066205552,0.8465362012039197,4.2326810060195985,20,151,4.38,0.876,0.5,0.5,0.970199,0.029802,0.705298,0.294702,0.281457,0.443709,0.714239,0.182782,0.0,0.153304,0.192226,0.0,0.0,0.049637,0.0,0.030967,0.056901,0.0,0.134548,0.184548,0.05,0.15,0.8,0.0,0.0,0.0,0.0,0.0,0.0,"한자, 매주, 1800자, 쓰기, 한자를, 한자만, 받을, 꼼꼼하면, 한자가, 과제로, 비추함, 매우, 쓰면, 과제를, 과제, 매주마다, 보내면, 틀리면, 1점, 5점",교수님이 학점은 A+ 50프로 꽉 챙겨주십니다 하지만 생각보다 밑에 적어 놓은 글들 만큼 꿀 과목인지는 모르겠어요 적어야 되는 한자가 매주 있는데 양이 상당합니다 하나라도 틀리면 학점이 바뀔 여지가 있기 때문에 꼼꼼
298,2827360,0.6302862990002355,0.5067201835486096,0.9186072350540293,4.5930361752701465,11,51,4.8,0.96,0.568627,0.431372,1.0,0.0,0.637255,0.362746,0.431372,0.09804,0.4,0.4,0.0,0.519578,0.363818,0.0,0.0,0.0,0.0,0.180835,0.180835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.047341,0.047341,0.0,0.137681,0.030303,"기학원, 선형대수, 깔끔하게, 이해할, svm, 정규분포, 2개, 인공지능에, 50점, 수강했던, 수학적인, 평균, 쉬웠고, 있을, 쉽지는, 필수, 문제풀이, 개인, 나오고, 과제는",수업 정말 잘하시고 문제를 정말 깔끔하게 내신다!
299,2249427,0.6302158221331906,0.5122004756807216,0.9055849638556185,4.527924819278092,20,179,3.78,0.756,0.681564,0.318436,0.960894,0.039107,0.662011,0.337989,0.472067,0.083799,0.45419,0.339665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121872,0.121872,0.0,0.155124,0.155124,0.0,0.0,1.0,0.0,0.026038,0.026038,0.0,0.0,0.0,"적당히, 학점은, 암기, 가능, 배우고, 비쁠, 평균이, 조금, 있다면, 공부할, 양이, 다들, 전까의, 내연기관, 차량, ladar, ridar, 차량용, 다뤘는데, 기계공학부학생으로서",공부할 맘만 있다면 수업 빠지지 말고 듣고 셤공부 한 3일만하면 암기 과목이라 A+ 받아갈 수 있음. 중간까지는 다 외워야할 정도로 지엽적이고 기말범위는 흐름이랑 원리만 알면 됨. 중+30 기+50 으로 A+ 가져감
300,103818,0.6289314716843426,0.5296999514158837,0.86047168564408,4.3023584282204,20,138,4.25,0.85,0.427007,0.572992,0.923358,0.076643,0.649635,0.350365,0.262773,0.448905,0.537226,0.245256,0.0,0.177556,0.124328,0.0,0.101806,0.044344,0.0,0.158056,0.170234,0.0,0.102129,0.102129,0.0,0.1,0.9,0.0,0.0,0.052075,0.0,0.0,0.0,"과제는, 타임어택이라, 들었고, 풀어서, 잘하시고, 아는, 화2, 학점은, 시험은, ppt도, 여름, 계절학기로, 풀면서, 보이는, 별로, 한번으로, 영어, 70, 발음도, 영어도","교수님 강의력도 좋으시고, ppt도 깔끔해서 괜찮았어요! 시험은 타임어택이라 시간배분 잘해서 아는 것만 잘 풀어도 학점은 잘 나오는거 같습니다."
301,2892978,0.6288999114596514,0.5072061260044354,0.9128520775218223,4.564260387609112,5,45,4.76,0.952,0.588889,0.411111,0.988889,0.011111,0.644444,0.355555,0.033334,0.766666,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171609,0.171609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10415,0.10415,0.0,0.0,0.0,"올려주시고, 빠릿하시고, 특별하지는, 공유해주심, 느꼈어서, 조교분들도, 직전에는, 기출문제도, 편이시고, 강의교안, 강의노트, 숙제도, 굳굳, 잘해주세요, 괜찮으신, 필기도, 미적, 끝내주심, 시험전에, 올려주심",친절하시고 설명도 잘해주세요!! 숙제도 많이 없는 편이라고 느꼈어서 너무 좋았어요!
302,78143,0.6287384844064446,0.5162721962600495,0.8911598234147,4.4557991170735,20,116,4.8,0.96,0.573275,0.426723,0.948276,0.051724,0.741379,0.258621,0.310345,0.323275,0.398276,0.409051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133759,0.133759,0.100545,0.21924,0.251659,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,"쏙쏙, 강의력도, 맨날, 수업도, 잘주심, 교수님입니다, 풀고, 문제, 열정이, 시험도, 성적, 좋으심, 학생들을, 같고, 중간에, 있었습니다, 좋으신, 나옴, 안들을거면, 출튀할거면",교수님이 학생들을 생각하시고 좋으십니다. 강의도 이해되게 알려주셔서 좋았습니다. 다음에 또 수강하고 싶어요.
303,1937125,0.6283804730315834,0.5221859004231604,0.876167809117904,4.3808390455895205,20,83,4.45,0.89,0.710843,0.289156,0.686747,0.313253,0.759037,0.240963,0.481928,0.168675,0.404217,0.395181,0.0,0.187505,0.131294,0.0,0.0,0.0,0.0,0.126851,0.126851,0.0,0.198859,0.198859,0.0,0.15,0.85,0.0,0.0,0.0,0.0,0.110795,0.036578,"재무관리, 재무, 팀으로, 문제는, 그래도, 답변도, 나옴, 교수님이, 밀리지, 다들, 어렵지도, 팀플, 기말, 않고, 주신, 들어야, 전체적으로, 훨씬, 학점, 후하게","학점부터 말하자면 a 였습니다. 교수님 학점 잘주신다고 해서 중간 상위 25%, 기말 중간값 이상이라 쁠도 기대해 보았는데 비율만 채워주시고 쁠은 다 채워주시지는 않은것 같습니다! 다만 주변에 평균 밑 점수이더라도 "
304,2748917,0.6282136563006493,0.5035224258391251,0.9191598607108726,4.595799303554363,15,55,4.87,0.974,0.69091,0.309092,1.0,0.0,0.7,0.3,0.681818,0.009091,0.410909,0.392727,0.0,0.081762,0.057251,0.0,0.961492,0.418802,0.0,0.110903,0.110903,0.0,0.085749,0.085749,0.0,0.0,1.0,0.0,0.078285,0.078285,0.0,0.0,0.0,"웹워크, 빈칸, 출튀, 아캠에, 따로, 출석, 빠르면, 안쓰시고, 강의노트를, 공동, 공통, 항상, 전혀, 전에, 채우면, 형식으로, 귀여우심, 올려주시고, 올려주셔서, 신경",겁나 좋다. 엄청 친절하시고 귀여우심. 꼭들어라~~!!!
305,488819,0.6282009044911478,0.5232634937974884,0.8730548627763531,4.365274313881765,8,48,4.15,0.83,0.291667,0.708333,0.416667,0.583333,0.635417,0.364584,0.072916,0.833334,0.9875,0.008333,0.0,0.254829,0.178436,0.0,0.0,0.0,0.0,0.060889,0.060889,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"레포트, 다알려주세요, 5번만, 적었다, 족보배틀, 안쓰러운, 절대라서, a0받았는데, 물화실을, 일화실과, 실험이론에, 대충쓰다가, 만났던, 충족하면, 앵간, 들어보셨을, 없어서, 참여했고, 실험과목, 안보는",시험없고 성적도 너그럽게 주시는것같아요 마지막에 그동안 썼던 레포트 점수 다알려주세요
306,2087333,0.6281741930787523,0.5123932379760611,0.8983297549850323,4.491648774925162,18,58,4.55,0.91,0.396552,0.603449,0.801724,0.198275,0.75,0.25,0.353448,0.275863,0.544828,0.268966,0.0,0.390781,0.356427,0.0,0.113117,0.049271,0.0,0.127036,0.211727,0.0,0.042605,0.114647,0.055556,0.055556,0.888889,0.0,0.0,0.0,0.013548,0.666902,0.241616,"조교님들이, 네트워크, ns, 후반에, 리눅스, ns3를, vim, git, 도커, 때문에, 과제, 팀플, 기간에, 프로젝트, 과제가, 사용법, 3로, ns3, 시험, 마지막에","기초부터 차근차근 잘 가르쳐주시고 조교님들이 친절하셔서 좋았음. 초반에는 git, docker 등 처음부터 기초를 알려줘서 좋았고, 이후 ns3를 할 때는 대부분 처음 다루기에 익숙하지 않은 부분들이 많지만 다들 똑"
307,45220,0.627999000003219,0.5664538545315466,0.7716043394371211,3.8580216971856056,12,52,4.19,0.838,0.625,0.375,0.76923,0.230769,0.701923,0.298077,0.096154,0.798077,0.399038,0.403846,0.0,0.475625,0.333041,0.0,0.169676,0.073907,0.0,0.287218,0.348106,0.0,0.054032,0.054032,0.166667,0.25,0.583333,0.0,0.054461,0.054461,0.0,0.447879,0.098577,"대사를, 김유, 발표도, 작품이, 드라마, 해석을, 작품을, 인물, 대해서, 영문과, 하시면, 교수님이, 작품, 가산점, 기분이, 읽어야, 어려운, 은근히, 나가서, 영어가",확실히 김유 교수님 한국어 수업 듣고나니 국제어 수업은 아쉬움이 남지만 여전히 남는게 많은 수업입니다. 교수님 특징은 작품을 관통하는 키워드와 주제를 작품소개 첫시간에 은근히 제시하고 line study를 통해 세부
308,46727,0.6279881538926606,0.5277286426653567,0.8619270134230368,4.309635067115184,20,337,4.26,0.852,0.427083,0.572917,0.672619,0.32738,0.726191,0.27381,0.044643,0.915179,0.927083,0.050595,0.0,0.602859,0.422133,0.0,0.637515,0.277686,0.0,0.013755,0.013755,0.100545,0.16644,0.198859,0.1,0.0,0.9,0.0,0.079356,0.079356,0.0,0.174125,0.038324,"마지막, 점수를, 과제, 과제가, 중에, 4차, 과제별, 점수가, 글쓰기, 학글, 알려주시지, 과제는, 주제도, 대해, 좋은, 랜덤으로, 지각, 있고, 자료, 주시는",수업시간이 꽤 프리하고 잡다한 얘기를 많이 하심 풀강을 하시긴 하지만 그래도 14주차 이후 종강이라 정말 편하긴함 막과제만 잘하면 에쁠주시는 걸로 예상됨
309,2748977,0.6277246429958128,0.49651397580799866,0.9338828664340457,4.669414332170229,20,111,4.75,0.95,0.522523,0.477477,0.986486,0.013513,0.77027,0.229729,0.400901,0.130631,0.383333,0.430631,0.0,0.241703,0.169245,0.0,0.114791,0.05,0.0,0.106071,0.106071,0.0,0.070236,0.070236,0.0,0.0,1.0,0.0,0.066482,0.066482,0.0,0.0,0.0,"발음이, 좋아요, 퀴즈도, 갓희익, 퀴즈, 너무너무, 적응하면, 영어를, 서술형, 복습도, 에쁠, 좋으세요, 해주시고, 경영, 좋으셔요, 교수님이, 중간을, 같아요, 제출만, 있어요",발음이 조금 안좋으심 ㅜㅜ 그래도 강의력은 나이스!!!
310,44127,0.627483365008621,0.49254309507309185,0.9423439948581892,4.711719974290946,20,432,4.81,0.962,0.524305,0.475694,0.945601,0.054399,0.800925,0.199073,0.274306,0.44213,0.40162,0.402778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078973,0.078973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.052075,0.052075,0.0,0.0,0.0,"인증번호, 출튀, 아직, 출결을, 다만, 안봐서, 강의력이, 조금, 모르겠습니다, 문제도, 좋은, 아주, 좋음, 편하게, 학생들편의잘봐주시는, 인증출석으로, 출튀잡습니다, 있어여, 독학하셔도, 전자출결을",1학년 배려 많이해 많이서 이해하기 쉬움 영상 남겨주시는게 좋은듯
311,43063,0.6274473765504307,0.5309202783249726,0.8526772724098329,4.2633863620491645,20,91,4.16,0.832,0.67033,0.329671,0.983517,0.016484,0.752748,0.247252,0.450549,0.082418,0.4,0.4,0.05,0.030661,0.085877,0.0,0.0,0.0,0.129843,0.122557,0.193649,0.0,0.032419,0.096731,0.1,0.2,0.7,0.184308,0.0,0.052075,0.0,0.0,0.0,"오픈북이라, 오픈북, 논문, 무기화학, 연습문제, chat, 열심히, 공부를, 좋진, 오픈북에, 솔루션, 연습문제에서, 그렇게, 강의력이, 수월하게, 차라리, 공부한, 시험문제는, 학점은, 과제",교수님께서 모든 내용을 다 자세하게 설명해 주시지는 않지만 전 교수님의 강의가 좋았습니다! 무엇보다 학점은 잘 주시는거 같아요.
312,1612043,0.627410518544399,0.5028578995543406,0.9180332961878687,4.590166480939343,16,56,4.63,0.926,0.919643,0.080357,0.964286,0.035715,0.732143,0.267857,0.053572,0.883929,0.45625,0.335714,0.0,0.0,0.0,0.0,0.226066,0.098469,0.0,0.015222,0.015222,0.0,0.127661,0.127661,0.0,0.0625,0.9375,0.0,0.090443,0.090443,0.0,0.069247,0.015241,"수업시간에, 강희석, 뮤지컬, 공연, 외우면, 교수님이, 수업이었어요, 많은, 영화, 오페라나, 다음학기에도, 뮤지컬에, 작품들을, 오페라, 배울, 배우는, 있는, 열심히, 들을, 외우고",이번 학기 들은 수업들 중에 제일 좋았던 수업이예요! 출석도 정시에 맞춰서 부르시고 부르는 중에 들어가도 안 봐주시는데 출석 점수는 크지 않아요! 이런데도 불구하고 너무 좋았던 건 일단 교수님이 너무 좋으십니다! 오
313,2748914,0.6268020577784599,0.5223560730253275,0.8705093555357687,4.352546777678843,20,132,4.42,0.884,0.992424,0.007576,1.0,0.0,0.598486,0.401516,0.284091,0.25,0.4,0.4,0.0,0.061321,0.042938,0.0,0.158094,0.068862,0.0,0.12787,0.12787,0.0,0.173419,0.173419,0.05,0.05,0.9,0.0,0.039678,0.039678,0.0,0.0,0.0,"철학에, 철학, 서양, 대학, 철학사를, 관심이, 철학을, 힘드실, 사람이라면, 분들께, 열심히, 외울, 고등학교, 대한, 봅니다, 보니, 평소, 서술형, 하심, 후하게",고등학교 때 꿈꿨던 대학 강의 그대로예요! 서양 철학사를 철학자의 사상을 바탕으로 시간 순서에 따라 설명하는 방식이에요. 생윤과 윤사 배우신 분들은 익숙한 이름이랑 개념이 많아서 이해하기가 더 쉬울 거예요. 과제는 
314,103522,0.6264216325731919,0.5082712421651979,0.9021058768585115,4.510529384292558,20,62,4.08,0.816,0.451612,0.548386,0.580645,0.419354,0.564516,0.435484,0.354839,0.274193,0.53871,0.248387,0.0,0.947586,0.663517,0.0,0.0,0.0,0.0,0.256109,0.269865,0.0,0.102656,0.102656,0.0,0.05,0.95,0.0,0.345361,0.345361,0.0,0.418803,0.092177,"퀴즈는, 5번, 퀴즈, 퀴즈에서, 다른, 남기고, 퀴즈를, 퀴즈에, 귀찮을, 개념, 말씀이, 어렵지, 질문, 2주에, 대신, 않아요, 되고, 중요한, 위주로, 하나",교수님 강의력 진짜 좋으십니다. 정말 잘 가르치시고 실제적이고 자세한 설명들도 많고 강조도 잘해주십니다. 배우는 것도 많고 남는 것도 많고 수업도 꽤 재밌는 굉장히 알찬 수업입니다. 저는 학점도 잘 받아서 신났어요.
315,2315489,0.6261097164760563,0.492096554307831,0.9388070948685819,4.694035474342909,20,83,4.55,0.91,0.53012,0.46988,0.981928,0.018072,0.801204,0.198796,0.487951,0.144578,0.407229,0.395181,0.0,0.287381,0.20123,0.0,0.0,0.0,0.0,0.068373,0.068373,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.078113,0.078113,0.0,0.0,0.0,"시험은, tcp, 수고, 강의들, 강의가, 이해가, 강의력, 계산, 과제, 감사합니다, 무난한, 보고서, 학점이, 같다, 강의도, 학점느님이십니다, 과제1번의, 염센세의, 망설이는가, 동네형이",너무너므잼있어욯ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
316,42844,0.6260309550783127,0.5019768700452631,0.9154904868220952,4.5774524341104765,20,544,4.65,0.93,0.643382,0.356617,0.891544,0.108456,0.711397,0.288603,0.378676,0.243566,0.521323,0.261672,0.0,0.0,0.0,0.0,0.079047,0.034431,0.0,0.065275,0.065275,0.0,0.153376,0.153376,0.0,0.0,1.0,0.0,0.035318,0.035318,0.0,0.35,0.077034,"가산점이, 발표를, 안해도, 출튀, 오프라인에서는, 꿀강이고, 발표, 아까운, 같은데, 진도는, 나가고, 부담이, 발표만, 역사, 출튀는, 강의로, 식으로, 돼요, 강의도, 아주",오프라인에서는 발표로 수업이 진행되고 진도는 온라인 강의로 나갑니다. 꿀강이고 성적도 엄청 잘 주십니다.
317,43712,0.6250361031527693,0.5228196319696186,0.8635412025801209,4.317706012900604,20,80,4.08,0.816,0.4375,0.5625,0.375,0.625,0.775,0.225,0.0625,0.8375,0.86625,0.085,0.0,0.326506,0.288546,0.0,0.079047,0.034431,0.0,0.012178,0.012178,0.0,0.128623,0.128623,0.0,0.15,0.85,0.0,0.026038,0.026038,0.0,0.379522,0.134049,"중국어, 중국어로, 발표, 팀플, hsk, 중국에서, 대답하고, 재외국민, 중국어를, 1교시라, 과제, 모든, 학생들한테, 좋아요, 분들이, 잘하면, 매우, 없고, 3번, 조별","저는 개인적으로 교수님 되게 좋아요. 강의력 괜찮으시고 성격도 좋으세요. 그리고 다른 분이 강평에 발표 3번이라고 하셨는데, 정확히 말하자면 발표는 한번이고(팀플), 토론이 두번이에요. 토론은 부담 없이 하시면 될거"
318,105785,0.6247752005553018,0.5316602996707697,0.84204330261921,4.21021651309605,20,148,3.95,0.79,0.928572,0.071429,0.989796,0.010204,0.588436,0.411564,0.295918,0.387755,0.316667,0.536054,0.0,0.030661,0.042938,0.137214,0.193838,0.118862,0.157602,0.2219,0.293143,0.0,0.0,0.0,0.1,0.1,0.8,0.184308,0.061355,0.139468,0.0,0.055398,0.012193,"족보, 새로운, 강의는, 오프라인, 90, 10, 32인데, 발음에, 강의력, 32, 사세요, 공부하시길, 영어, 무조건, 강의력이, 시험은, 일주일에, 족보가, 내용, 족보에서",교수님 강의력은 솔직히 좋진 않지만.. 집중하면 다 알아들을 수 있어요 일단 강의 난이도가 낮아요 국제어 강의라 고민했는데 오히려 영어로 듣는 게 직관적이고 쉽습니다 온라인 영상을 여러 개 올리시는데 마감 날짜가 다
319,2748898,0.6239029625897621,0.48373243621594963,0.9509675241286578,4.754837620643289,20,111,4.93,0.986,0.932432,0.067568,0.315315,0.684685,0.846847,0.153153,0.022523,0.90991,0.320721,0.527928,0.0,0.211042,0.147776,0.0,0.0,0.0,0.0,0.056781,0.056781,0.0,0.064312,0.064312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"글로벌, 듣기, 가장, 평균이, 있는, 없고, 리스닝태스크, 퀴즈, 수업도, 절대평가인데, 과제도, 중에, 꿀강이라고, 영어, 높습니다, 실력이, 교수님도, 들을, 일찍, 평균보다","한 학기 동안 학문, 노래, 인터뷰, 영화 등 여러 종류의 영어 듣기에 대하여 배우는 강의입니다. 강의 내용이 풍부하며, 잘 이해가 안되는 부분만 조원들이랑 자유롭게 이야기하며 이해하면 되기에 쾌적하게 많은 내용을 "
320,45314,0.6231838820368616,0.5057523314470277,0.8971908334131411,4.485954167065706,20,61,4.64,0.928,0.409836,0.590164,0.934426,0.065574,0.885246,0.114754,0.188525,0.565574,0.404918,0.396721,0.0,0.122643,0.085877,0.0,0.0,0.0,0.0,0.071243,0.071243,0.0,0.102129,0.102129,0.0,0.2,0.8,0.0,0.163383,0.196059,0.0,0.0,0.0,"설명, 다시, 쉽게, 시험문제는, 예제를, 무난무난, 연습문제에서, 책에, 해주심, 시험문제가, 과제에서, 잘해주시고, 과제, 예제, 거의, 교수님이, 한국어로, 하지만, 나오고, 물론",강의도 잘하시는거같고 학점도 잘 주신거 같다. 중간 비중5%는 take home exam이랑 무슨 영상만드는 과제하고 기말은 웹엑스로 봤는데 중간은 채점해보니까 다 틀리고 기말은 제출하니까 실수한거 보였는데 에이쁠 
321,44152,0.6226008007507673,0.5105218062422733,0.8841184546039199,4.4205922730196,11,51,3.76,0.752,0.137255,0.862745,0.519608,0.480392,0.774509,0.225491,0.09804,0.803921,0.941177,0.039216,0.0,0.099841,0.069911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057986,0.0,0.090909,0.909091,0.0,0.0,0.0,0.0,0.0,0.0,"조교님, 조교님이, 보고서만, 보고서에, 채점도, 하신, 실험, 친절하고, 엄청, 자세히, 피드백도, 질문도, 점수가, 점수를, 쓰라는대로만, 오릅니다, 시험주엔, 휴강이고, 예비레포트도, 일물실","첫 레포트가 망했는데, 조교님이 쓰라는대로만 쓰다보면 점수가 오릅니다! 결국 A+받았고, 조교님도 문의 내용에 친절히 답해주십니다. 채점도 제출한 주 안에는 해주시는 편이구요. 그리고 귀여우십니다 ㅎㅎ 시험주엔 휴강"
322,44167,0.6220821694445895,0.48922246525798047,0.9320881458800109,4.6604407294000545,20,112,4.56,0.912,0.517857,0.482143,0.955357,0.044643,0.696429,0.303571,0.375,0.205357,0.457589,0.339286,0.0,0.061321,0.042938,0.0,0.079047,0.034431,0.0,0.102916,0.102916,0.0,0.096731,0.096731,0.0,0.0,1.0,0.0,0.246394,0.246394,0.0,0.0,0.0,"화학, 출석이, 들어도, 과제는, 잘해주십니다, 정말정말, 굉장히, 강의력, 오프라인으로, 맞춰서, 최고, 시험도, 좋았음, 어떤, 이해, 오프라인, 있는, 설명, 해주시고, 좋은",교수님 강의력 좋으심. 중간고사 난이도 중 정도지만 계산문제 많아 시간모자람 시간안에 다풀수만 있다면 상위권일듯 기말고사 계산문제 거의 없어서 시간 크게 부족하지 않음 루이스구조 그리는 연습만 잘돼있으면 무난할듯
323,1937037,0.6219365202576017,0.5102571772961051,0.8825216538344272,4.412608269172136,20,145,4.43,0.886,0.268966,0.731035,0.127586,0.872414,0.803448,0.196552,0.110345,0.748275,0.947586,0.030345,0.0,0.030661,0.021469,0.0,0.079047,0.034431,0.0,0.0,0.0,0.0,0.070763,0.070763,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.166193,0.036578,"과기글, 과기글은, 교수님은, 버스, 교수님이, 팀플, 조별과제가, 잘못, 많고, 과목, 팀원, 논문, 특성상, 쉽지, 주제, 피드백도, 좋으심, 다시, 열심히, 좋음",교수님 정말 좋음 그러나 과목 특성상 팀운 좋아야함
324,2836333,0.6218811982867066,0.4830415068435999,0.9458404783206223,4.729202391603112,20,143,4.88,0.976,0.51049,0.489511,0.98951,0.01049,0.842658,0.157342,0.548951,0.062937,0.4,0.4,0.0,0.030661,0.021469,0.0,0.0,0.0,0.0,0.036533,0.036533,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.092519,0.092519,0.0,0.0,0.0,"좋아요, 교안, 깔끔하고, 적당하고, 과제는, 깔끔한, 잘해주십니다, 좋습니다, 난이도도, 교안도, 교수님이, 과제도, 같이, 좋고, 좋으십니다, 유익하구요, 데이터마이닝에, 기본기를, 잇고, 두번하면",교수님이 일단 좋으십니다!!! 수업 내용도 유익하구요. 몇 안되는 도움이 되는 강의인듯 합니다. 다만 수강생분들이 다 열정적이고 잘하시는 것 같습니다 ㅎㅎ ㅠㅠㅠ
325,77582,0.6217253469005448,0.4762212899741637,0.9612348130621008,4.806174065310504,20,461,4.45,0.89,0.82538,0.17462,0.957701,0.042299,0.784164,0.215836,0.360087,0.287419,0.20705,0.609978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081901,0.081901,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.131835,0.131835,0.0,0.0,0.0,"차근차근, 쉽게, 어려움, 듣고, 설명, 교재, 노베인데, 설명해, 강의력이, 이해할, 풀면, 혼자, 아직, 이해하기, 없습니다, 전부라는, 설명너무잘하십니다, 두세번정도, 나올거같습니다, 낮긴",수업 차근차근 듣고 교재 문제 풀면 큰 어려움 없습니다 회계가 그저 너무 어려울 뿐 교수님은 정말 좋으세요! 온라인인 것도 정말 큰 장점입니당
326,44025,0.6213608648302827,0.5150522526021288,0.869414293362642,4.34707146681321,20,147,4.54,0.908,0.357142,0.642856,0.646258,0.353742,0.768707,0.231292,0.173469,0.666667,0.793878,0.04898,0.0,0.337268,0.257631,0.0,0.0,0.0,0.0,0.012178,0.012178,0.0,0.05,0.05,0.05,0.1,0.85,0.0,0.0,0.0,0.0,0.05,0.011005,"간단한, 과제, 들었습니다, 기말도, 뭔가, 과제가, 많기는, 매주, 크게, 않고, 있고, 있는데, 학기동안, 교양, 부담없이, 나왔습니다, 학점이, 있는, 내내, 과제를",얻어 가는게 많은 수업. 그렇다고 해야하능게 많지도 않고. 강추합니다
327,2377116,0.6204019672521792,0.49460837404386393,0.9139203514049151,4.569601757024576,17,57,4.63,0.926,0.877193,0.122807,0.885965,0.114035,0.736842,0.263158,0.456141,0.061404,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047383,0.047383,0.0,0.03752,0.03752,0.0,0.117647,0.882353,0.0,0.061265,0.061265,0.0,0.0,0.0,"교수님께서, 물리화학, 반도체, 내용, 자주, 살짝, 물론, 들었습니다, 좋을, 자체가, 나옵니다, 있지만, 열정넘치셔서, 강사님, 오신것도, 흥미롭긴한데, 날카로우실, 감성과, 멋쁨을, 겸비하신",좋은 교수님이십니다 인자하시고 친절하십니다
328,2376855,0.619510883621517,0.5284965836314964,0.8318775835982316,4.159387917991158,20,64,4.28,0.856,0.65625,0.34375,0.96875,0.03125,0.789062,0.210938,0.460938,0.25,0.596875,0.175,0.0,0.0,0.0,0.0,0.079047,0.034431,0.373475,0.041853,0.171606,0.0,0.063785,0.063785,0.15,0.25,0.6,0.364029,0.140239,0.28277,0.0,0.0,0.0,"에너지, 양이, 처음, 감이, 나노, 태양전지, 연료전지, project, 많고, 어느, 부분은, 소재에, ppt, 열심히, 내용이, 관심이, term, 조절, 과목도, 방대하고",피피티 천오백장 이말 한마디면 모든게설명가능. 반도체교수가 되셨다가 전지교수가 되셨다가 나노교수가 되셨다가 올라운더 교수. 수업시간에 강조한것에서 시험이 다 나오긴함 피피티 한장 만드는데 10분이라 했을때 250시간
